locationid,year,month,temperature,latitude,longitude,elevation,station,countryid,country,latabs
PLM00012424,2019,6,22.5,51.103,16.886,123.1,STRACHOWICE,PL,Poland,51.103
PLM00012497,2019,6,21.65,51.55,23.533,179.0,WLODAWA,PL,Poland,51.55
PLM00012566,2019,6,22.2,50.078,19.785,241.1,BALICE,PL,Poland,50.078
PL000012120,2019,7,16.95,54.75,17.5331,2.0,LEBA,PL,Poland,54.75
PL000012385,2019,7,18.3,52.25,22.25,152.0,SIEDLCE,PL,Poland,52.25
PLM00012160,2019,7,16.6,54.167,19.433,43.0,ELBLAG_MILEJEWO,PL,Poland,54.167
PLM00012205,2019,7,19.1,53.4,14.617,7.0,SZCZECIN,PL,Poland,53.4
PLM00012295,2019,7,17.55,53.1,23.167,151.0,BIALYSTOK,PL,Poland,53.1
PLM00012330,2019,7,19.85,52.421,16.826,93.9,LAWICA,PL,Poland,52.421
PLM00012375,2019,7,19.6,52.166,20.967,110.3,OKECIE,PL,Poland,52.166
PLM00012424,2019,7,20.4,51.103,16.886,123.1,STRACHOWICE,PL,Poland,51.103
PLM00012497,2019,7,18.9,51.55,23.533,179.0,WLODAWA,PL,Poland,51.55
PLM00012566,2019,7,19.45,50.078,19.785,241.1,BALICE,PL,Poland,50.078
PL000012120,2019,8,18.8,54.75,17.5331,2.0,LEBA,PL,Poland,54.75
PL000012385,2019,8,19.35,52.25,22.25,152.0,SIEDLCE,PL,Poland,52.25
PLM00012160,2019,8,18.75,54.167,19.433,43.0,ELBLAG_MILEJEWO,PL,Poland,54.167
PLM00012205,2019,8,20.2,53.4,14.617,7.0,SZCZECIN,PL,Poland,53.4
PLM00012295,2019,8,18.05,53.1,23.167,151.0,BIALYSTOK,PL,Poland,53.1
PLM00012330,2019,8,21.4,52.421,16.826,93.9,LAWICA,PL,Poland,52.421
PLM00012375,2019,8,21.15,52.166,20.967,110.3,OKECIE,PL,Poland,52.166
PLM00012424,2019,8,21.35,51.103,16.886,123.1,STRACHOWICE,PL,Poland,51.103
PLM00012497,2019,8,19.85,51.55,23.533,179.0,WLODAWA,PL,Poland,51.55
PLM00012566,2019,8,20.85,50.078,19.785,241.1,BALICE,PL,Poland,50.078
PL000012120,2019,9,15.0,54.75,17.5331,2.0,LEBA,PL,Poland,54.75
PL000012385,2019,9,14.25,52.25,22.25,152.0,SIEDLCE,PL,Poland,52.25
PLM00012160,2019,9,13.6,54.167,19.433,43.0,ELBLAG_MILEJEWO,PL,Poland,54.167
PLM00012205,2019,9,15.0,53.4,14.617,7.0,SZCZECIN,PL,Poland,53.4
PLM00012295,2019,9,13.4,53.1,23.167,151.0,BIALYSTOK,PL,Poland,53.1
PLM00012330,2019,9,15.0,52.421,16.826,93.9,LAWICA,PL,Poland,52.421
PLM00012375,2019,9,15.15,52.166,20.967,110.3,OKECIE,PL,Poland,52.166
PLM00012424,2019,9,15.5,51.103,16.886,123.1,STRACHOWICE,PL,Poland,51.103
PLM00012497,2019,9,14.65,51.55,23.533,179.0,WLODAWA,PL,Poland,51.55
PLM00012566,2019,9,15.05,50.078,19.785,241.1,BALICE,PL,Poland,50.078
PL000012120,2019,10,10.8,54.75,17.5331,2.0,LEBA,PL,Poland,54.75
PL000012385,2019,10,11.05,52.25,22.25,152.0,SIEDLCE,PL,Poland,52.25
PLM00012160,2019,10,9.95,54.167,19.433,43.0,ELBLAG_MILEJEWO,PL,Poland,54.167
PLM00012205,2019,10,11.15,53.4,14.617,7.0,SZCZECIN,PL,Poland,53.4
PLM00012295,2019,10,10.35,53.1,23.167,151.0,BIALYSTOK,PL,Poland,53.1
PLM00012330,2019,10,11.4,52.421,16.826,93.9,LAWICA,PL,Poland,52.421
PLM00012375,2019,10,11.65,52.166,20.967,110.3,OKECIE,PL,Poland,52.166
PLM00012424,2019,10,11.85,51.103,16.886,123.1,STRACHOWICE,PL,Poland,51.103
PLM00012497,2019,10,11.25,51.55,23.533,179.0,WLODAWA,PL,Poland,51.55
PLM00012566,2019,10,11.35,50.078,19.785,241.1,BALICE,PL,Poland,50.078
PL000012120,2019,11,6.1,54.75,17.5331,2.0,LEBA,PL,Poland,54.75
PL000012385,2019,11,6.2,52.25,22.25,152.0,SIEDLCE,PL,Poland,52.25
PLM00012160,2019,11,4.85,54.167,19.433,43.0,ELBLAG_MILEJEWO,PL,Poland,54.167
PLM00012205,2019,11,6.35,53.4,14.617,7.0,SZCZECIN,PL,Poland,53.4
PLM00012295,2019,11,5.4,53.1,23.167,151.0,BIALYSTOK,PL,Poland,53.1
PLM00012330,2019,11,6.8,52.421,16.826,93.9,LAWICA,PL,Poland,52.421
PLM00012375,2019,11,6.55,52.166,20.967,110.3,OKECIE,PL,Poland,52.166
PLM00012424,2019,11,7.6,51.103,16.886,123.1,STRACHOWICE,PL,Poland,51.103
PLM00012497,2019,11,6.3,51.55,23.533,179.0,WLODAWA,PL,Poland,51.55
PLM00012566,2019,11,6.25,50.078,19.785,241.1,BALICE,PL,Poland,50.078
PL000012120,2019,12,4.2,54.75,17.5331,2.0,LEBA,PL,Poland,54.75
PL000012385,2019,12,2.85,52.25,22.25,152.0,SIEDLCE,PL,Poland,52.25
PLM00012160,2019,12,2.3,54.167,19.433,43.0,ELBLAG_MILEJEWO,PL,Poland,54.167
PLM00012205,2019,12,4.3,53.4,14.617,7.0,SZCZECIN,PL,Poland,53.4
PLM00012295,2019,12,2.4,53.1,23.167,151.0,BIALYSTOK,PL,Poland,53.1
PLM00012330,2019,12,3.75,52.421,16.826,93.9,LAWICA,PL,Poland,52.421
PLM00012375,2019,12,3.3,52.166,20.967,110.3,OKECIE,PL,Poland,52.166
PLM00012424,2019,12,3.85,51.103,16.886,123.1,STRACHOWICE,PL,Poland,51.103
PLM00012497,2019,12,2.65,51.55,23.533,179.0,WLODAWA,PL,Poland,51.55
PLM00012566,2019,12,2.85,50.078,19.785,241.1,BALICE,PL,Poland,50.078
